BIZDATE,ITEMCODE,Record_Count,brand_1_STORE_CODE_Count,brand_2_STORE_CODE_Count,brand_6_STORE_CODE_Count,Spring_Eve,holiday,comp,recomm,photo,temp
"2016-10-01","2040031",24.000000,36,172,1,0,1,0,1,1,29
"2016-10-01","2040015",32.000000,36,172,1,0,1,0,1,0,29
"2016-10-01","2040023",44.000000,36,172,1,0,1,0,1,1,29
"2016-10-02","2040013",94.000000,36,172,1,0,1,0,1,0,32
"2016-10-02","2050009",50.000000,36,172,1,0,1,0,1,1,32
"2016-10-02","2040009",50.000000,36,172,1,0,1,0,1,1,32
"2016-10-02","2040042",23.000000,36,172,1,0,1,0,1,1,32
"2016-10-02","2060008",9.000000,36,172,1,0,1,0,1,0,32
"2016-10-02","2040006",38.000000,36,172,1,0,1,0,1,1,32
"2016-10-02","2040023",41.000000,36,172,1,0,1,0,1,1,32
"2016-10-02","2060014",4.000000,36,172,1,0,1,0,1,0,32
"2016-10-02","2040015",47.000000,36,172,1,0,1,0,1,0,32
"2016-10-02","2040031",28.000000,36,172,1,0,1,0,1,1,32
"2016-10-02","2040014",56.000000,36,172,1,0,1,0,1,1,32
"2016-10-02","2050010",163.000000,36,172,1,0,1,0,1,0,32
"2016-10-02","2060009",8.000000,36,172,1,0,1,0,1,0,32
"2016-10-02","2040012",41.000000,36,172,1,0,1,0,1,1,32
"2016-10-02","2040005",27.000000,36,172,1,0,1,0,2,1,32
"2016-10-03","2040014",53.000000,36,172,1,0,1,0,1,1,26
"2016-10-03","2060008",6.000000,36,172,1,0,1,0,1,0,26
"2016-10-03","2040006",29.000000,36,172,1,0,1,0,1,1,26
"2016-10-03","2040023",33.000000,36,172,1,0,1,0,1,1,26
"2016-10-03","2040015",39.000000,36,172,1,0,1,0,1,0,26
"2016-10-03","2040031",39.000000,36,172,1,0,1,0,1,1,26
"2016-10-03","2050010",154.000000,36,172,1,0,1,0,1,0,26
"2016-10-03","2040042",19.000000,36,172,1,0,1,0,1,1,26
"2016-10-03","2060009",4.000000,36,172,1,0,1,0,1,0,26
"2016-10-03","2040012",14.000000,36,172,1,0,1,0,1,1,26
"2016-10-03","2040005",16.000000,36,172,1,0,1,0,2,1,26
"2016-10-03","2040013",95.000000,36,172,1,0,1,0,1,0,26
"2016-10-03","2050009",45.000000,36,172,1,0,1,0,1,1,26
"2016-10-03","2040009",69.000000,36,172,1,0,1,0,1,1,26
"2016-10-03","2060014",3.000000,36,172,1,0,1,0,1,0,26
"2016-10-04","2040009",54.000000,36,172,1,0,1,0,1,1,26
"2016-10-04","2050009",47.000000,36,172,1,0,1,0,1,1,26
"2016-10-04","2040013",92.000000,36,172,1,0,1,0,1,0,26
"2016-10-04","2040005",31.000000,36,172,1,0,1,0,2,1,26
"2016-10-04","2040006",42.000000,36,172,1,0,1,0,1,1,26
"2016-10-04","2040012",27.000000,36,172,1,0,1,0,1,1,26
"2016-10-04","2040023",32.000000,36,172,1,0,1,0,1,1,26
"2016-10-04","2060009",9.000000,36,172,1,0,1,0,1,0,26
"2016-10-04","2040042",23.000000,36,172,1,0,1,0,1,1,26
"2016-10-04","2040014",57.000000,36,172,1,0,1,0,1,1,26
"2016-10-04","2040015",48.000000,36,172,1,0,1,0,1,0,26
"2016-10-04","2050010",149.000000,36,172,1,0,1,0,1,0,26
"2016-10-04","2060008",9.000000,36,172,1,0,1,0,1,0,26
"2016-10-04","2040031",42.000000,36,172,1,0,1,0,1,1,26
"2016-10-04","2060014",3.000000,36,172,1,0,1,0,1,0,26
"2016-10-05","2040014",60.000000,36,172,1,0,1,0,1,1,27
"2016-10-05","2040042",24.000000,36,172,1,0,1,0,1,1,27
"2016-10-05","2040012",31.000000,36,172,1,0,1,0,1,1,27
"2016-10-05","2040005",49.000000,36,172,1,0,1,0,2,1,27
"2016-10-05","2050009",60.000000,36,172,1,0,1,0,1,1,27
"2016-10-05","2040009",53.000000,36,172,1,0,1,0,1,1,27
"2016-10-05","2060014",4.000000,36,172,1,0,1,0,1,0,27
"2016-10-05","2040013",109.000000,36,172,1,0,1,0,1,0,27
"2016-10-05","2060009",10.000000,36,172,1,0,1,0,1,0,27
"2016-10-05","2060008",5.000000,36,172,1,0,1,0,1,0,27
"2016-10-05","2040006",39.000000,36,172,1,0,1,0,1,1,27
"2016-10-05","2040023",51.000000,36,172,1,0,1,0,1,1,27
"2016-10-05","2040015",62.000000,36,172,1,0,1,0,1,0,27
"2016-10-05","2040031",47.000000,36,172,1,0,1,0,1,1,27
"2016-10-05","2050010",195.000000,36,172,1,0,1,0,1,0,27
"2016-10-06","2040015",151.000000,36,172,1,0,1,0,1,0,26
"2016-10-06","2040023",71.000000,36,172,1,0,1,0,1,1,26
"2016-10-06","2040006",56.000000,36,172,1,0,1,0,1,1,26
"2016-10-06","2060008",3.000000,36,172,1,0,1,0,1,0,26
"2016-10-06","2050009",157.000000,36,172,1,0,1,0,1,1,26
"2016-10-06","2060009",15.000000,36,172,1,0,1,0,1,0,26
"2016-10-06","2040042",28.000000,36,172,1,0,1,0,1,1,26
"2016-10-06","2040014",63.000000,36,172,1,0,1,0,1,1,26
"2016-10-06","2040005",36.000000,36,172,1,0,1,0,2,1,26
"2016-10-06","2050010",215.000000,36,172,1,0,1,0,1,0,26
"2016-10-06","2040031",42.000000,36,172,1,0,1,0,1,1,26
"2016-10-06","2060014",3.000000,36,172,1,0,1,0,1,0,26
"2016-10-06","2040009",61.000000,36,172,1,0,1,0,1,1,26
"2016-10-06","2040012",27.000000,36,172,1,0,1,0,1,1,26
"2016-10-06","2040013",141.000000,36,172,1,0,1,0,1,0,26
"2016-10-07","2040014",70.000000,36,172,1,0,1,0,1,1,25
"2016-10-07","2040042",37.000000,36,172,1,0,1,0,1,1,25
"2016-10-07","2060009",14.000000,36,172,1,0,1,0,1,0,25
"2016-10-07","2040012",50.000000,36,172,1,0,1,0,1,1,25
"2016-10-07","2040005",41.000000,36,172,1,0,1,0,2,1,25
"2016-10-07","2040006",62.000000,36,172,1,0,1,0,1,1,25
"2016-10-07","2060008",4.000000,36,172,1,0,1,0,1,0,25
"2016-10-07","2040013",141.000000,36,172,1,0,1,0,1,0,25
"2016-10-07","2060014",4.000000,36,172,1,0,1,0,1,0,25
"2016-10-07","2040009",73.000000,36,172,1,0,1,0,1,1,25
"2016-10-07","2050009",165.000000,36,172,1,0,1,0,1,1,25
"2016-10-07","2040023",66.000000,36,172,1,0,1,0,1,1,25
"2016-10-07","2040015",168.000000,36,172,1,0,1,0,1,0,25
"2016-10-07","2040031",57.000000,36,172,1,0,1,0,1,1,25
"2016-10-07","2050010",223.000000,36,172,1,0,1,0,1,0,25
"2016-10-08","2040015",130.000000,36,171,1,0,0,1,1,0,22
"2016-10-08","2040009",47.000000,36,171,1,0,0,1,1,1,22
"2016-10-08","2050009",123.000000,36,171,1,0,0,1,1,1,22
"2016-10-08","2040013",133.000000,36,171,1,0,0,1,1,0,22
"2016-10-08","2040005",30.000000,36,171,1,0,0,1,2,1,22
"2016-10-08","2040012",14.000000,36,171,1,0,0,1,1,1,22
"2016-10-08","2060009",7.000000,36,171,1,0,0,1,1,0,22
"2016-10-08","2040042",30.000000,36,171,1,0,0,1,1,1,22
"2016-10-08","2040014",69.000000,36,171,1,0,0,1,1,1,22
"2016-10-08","2050010",167.000000,36,171,1,0,0,1,1,0,22
"2016-10-08","2040031",29.000000,36,171,1,0,0,1,1,1,22
"2016-10-08","2060014",3.000000,36,171,1,0,0,1,1,0,22
"2016-10-08","2040023",58.000000,36,171,1,0,0,1,1,1,22
"2016-10-08","2060008",7.000000,36,171,1,0,0,1,1,0,22
"2016-10-08","2040006",34.000000,36,171,1,0,0,1,1,1,22
"2016-10-09","2040014",68.000000,36,171,1,0,0,1,1,1,22
"2016-10-09","2050010",198.000000,36,171,1,0,0,1,1,0,22
